station,date,lat,lon
Adarsh Nagar Jaipur India,2023-12-11,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-12,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-13,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-14,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-15,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-16,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-17,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-18,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-19,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-20,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-21,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-22,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-23,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-24,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-25,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-26,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-27,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-28,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-29,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-30,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2023-12-31,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-01,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-02,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-03,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-04,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-05,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-06,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-07,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-08,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-09,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-10,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-11,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-12,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-13,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-14,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-15,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-16,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-17,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-18,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-19,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-20,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-21,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-22,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-23,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-24,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-25,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-26,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-27,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-28,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-29,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-30,26.8986698,75.8163567
Adarsh Nagar Jaipur India,2024-01-31,26.8986698,75.8163567
Anand Vihar Delhi India,2023-10-01,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-02,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-05,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-09,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-10,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-11,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-12,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-14,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-15,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-16,28.6468919,77.316053
Anand Vihar Delhi India,2023-10-19,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-02,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-07,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-10,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-11,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-12,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-14,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-15,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-16,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-17,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-18,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-19,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-20,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-21,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-22,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-23,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-24,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-25,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-26,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-27,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-28,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-29,28.6468919,77.316053
Anand Vihar Delhi India,2023-11-30,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-01,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-02,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-03,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-04,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-05,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-06,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-07,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-08,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-09,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-10,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-11,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-12,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-13,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-14,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-15,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-16,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-17,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-18,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-19,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-20,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-21,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-22,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-23,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-26,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-27,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-29,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-30,28.6468919,77.316053
Anand Vihar Delhi India,2023-12-31,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-01,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-02,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-03,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-04,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-05,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-06,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-07,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-08,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-09,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-10,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-11,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-12,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-13,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-14,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-15,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-19,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-20,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-22,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-23,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-24,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-25,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-26,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-29,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-30,28.6468919,77.316053
Anand Vihar Delhi India,2024-01-31,28.6468919,77.316053
Ashok Nagar Udaipur India,2023-10-01,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-02,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-03,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-04,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-05,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-06,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-07,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-08,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-09,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-10,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-11,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-12,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-13,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-14,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-15,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-16,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-17,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-18,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-19,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-20,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-21,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-22,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-23,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-24,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-25,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-26,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-27,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-28,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-29,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-30,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-10-31,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-01,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-02,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-03,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-04,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-05,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-06,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-07,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-08,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-09,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-10,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-11,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-12,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-13,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-14,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-15,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-16,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-17,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-18,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-19,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-20,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-21,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-22,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-23,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-24,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-25,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-26,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-27,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-28,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-29,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-11-30,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-01,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-02,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-03,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-04,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-05,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-06,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-07,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-08,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-09,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-10,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-11,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-12,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-13,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-14,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-15,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-16,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-17,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-18,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-19,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-20,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-21,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-22,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-23,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-24,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-25,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-26,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-27,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-28,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-29,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-30,24.5863748,73.7042636
Ashok Nagar Udaipur India,2023-12-31,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-01,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-02,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-03,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-04,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-05,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-06,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-07,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-08,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-09,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-10,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-11,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-12,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-13,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-14,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-15,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-16,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-17,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-18,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-19,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-20,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-21,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-22,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-23,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-24,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-25,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-26,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-27,24.5863748,73.7042636
Ashok Nagar Udaipur India,2024-01-28,24.5863748,73.7042636
